observation_id,vraie_espece,groupe_vrai,ensemble,taille,couvert
1003900040,26006,Rare,"[np.float64(26006.0), np.float64(26004.0)]",2,True
1015630040,17564,Rare,[np.float64(17564.0)],1,True
1003820042,53848,Rare,"[np.float64(53848.0), np.float64(53841.0), np.float64(53839.0)]",3,True
1012620042,11863,Rare,"[np.float64(11863.0), np.float64(11850.0), np.float64(11795.0), np.float64(11804.0)]",4,True
1013370042,4429,Rare,[np.float64(4429.0)],1,True
1003910044,417,Rare,[np.float64(417.0)],1,True
1009610045,10427,Rare,"[np.float64(10427.0), np.float64(10431.0)]",2,True
1016780046,37623,Rare,[np.float64(37623.0)],1,True
1003860048,46013,Rare,"[np.float64(37897.0), np.float64(46119.0), np.float64(37895.0), np.float64(46013.0), np.float64(44605.0), np.float64(21714.0), np.float64(55107.0), np.float64(55090.0)]",8,True
1015630049,22819,Rare,"[np.float64(22819.0), np.float64(22814.0)]",2,True
1011590049,23673,Rare,[np.float64(23673.0)],1,True
1004160051,36949,Rare,"[np.float64(36949.0), np.float64(36950.0)]",2,True
1011370052,19,Rare,"[np.float64(19.0), np.float64(48.0), np.float64(23.0), np.float64(47.0)]",4,True
1009950052,13589,Commun,"[np.float64(13589.0), np.float64(13591.0)]",2,True
1016780056,29666,Commun,[np.float64(29666.0)],1,True
1004160057,3004,Commun,[np.float64(3004.0)],1,True
1020010058,49374,Rare,[np.float64(49374.0)],1,True
1018860059,21816,Commun,"[np.float64(21816.0), np.float64(426.0), np.float64(22542.0), np.float64(44436.0)]",4,True
1017850060,14675,Rare,"[np.float64(14675.0), np.float64(49060.0)]",2,True
1013370060,30985,Rare,"[np.float64(30985.0), np.float64(30989.0)]",2,True
1020050064,56614,Rare,[np.float64(56614.0)],1,True
1005270064,51950,Rare,[np.float64(51950.0)],1,True
1003820064,3104,Rare,[np.float64(3104.0)],1,True
1010220065,44377,Commun,"[np.float64(44377.0), np.float64(47983.0), np.float64(44332.0), np.float64(36646.0), np.float64(4147.0)]",5,True
1011590066,15775,Rare,[np.float64(15775.0)],1,True
1003900070,17002,Commun,"[np.float64(17004.0), np.float64(17002.0), np.float64(47206.0)]",3,True
1016260073,13589,Commun,"[np.float64(13589.0), np.float64(13581.0), np.float64(27182.0)]",3,True
1005340075,23661,Commun,"[np.float64(23682.0), np.float64(23661.0), np.float64(23619.0), np.float64(23683.0)]",4,True
1009080076,44334,Rare,[np.float64(44334.0)],1,True
1005340077,49670,Rare,[np.float64(49670.0)],1,True
1011220077,10645,Rare,"[np.float64(10645.0), np.float64(10685.0), np.float64(10568.0), np.float64(47720.0)]",4,True
1008880078,21016,Commun,"[np.float64(21016.0), np.float64(21024.0)]",2,True
1001820080,47076,Rare,[np.float64(47218.0)],1,False
1014920080,11705,Commun,"[np.float64(11704.0), np.float64(11706.0), np.float64(11705.0), np.float64(11707.0)]",4,True
1001600080,29329,Rare,"[np.float64(29329.0), np.float64(29328.0)]",2,True
1005340083,9460,Rare,"[np.float64(9460.0), np.float64(9458.0), np.float64(9430.0), np.float64(11856.0), np.float64(9445.0), np.float64(9457.0)]",6,True
1020050084,56614,Rare,[np.float64(56614.0)],1,True
1016760084,21227,Rare,"[np.float64(21079.0), np.float64(21227.0), np.float64(21118.0), np.float64(21160.0), np.float64(15920.0)]",5,True
1014920085,26342,Commun,[np.float64(26342.0)],1,True
1011220086,36800,Rare,"[np.float64(36800.0), np.float64(36808.0), np.float64(36817.0)]",3,True
1009060086,36704,Rare,"[np.float64(36704.0), np.float64(55192.0), np.float64(3587.0), np.float64(3586.0), np.float64(881.0)]",5,True
1011670088,30282,Rare,"[np.float64(30282.0), np.float64(30276.0), np.float64(30301.0), np.float64(30310.0), np.float64(30286.0), np.float64(30283.0), np.float64(472.0)]",7,True
1003040088,23661,Commun,"[np.float64(23682.0), np.float64(23624.0), np.float64(23661.0), np.float64(1795.0), np.float64(23619.0), np.float64(23694.0)]",6,True
1020010089,47658,Rare,"[np.float64(47658.0), np.float64(47623.0), np.float64(39684.0)]",3,True
1017850090,36932,Rare,"[np.float64(36932.0), np.float64(36966.0), np.float64(36947.0)]",3,True
1020050091,28648,Commun,[np.float64(28648.0)],1,True
1016490091,21868,Rare,[np.float64(21868.0)],1,True
1002410094,19478,Rare,"[np.float64(19478.0), np.float64(19521.0), np.float64(19512.0), np.float64(18760.0), np.float64(19511.0), np.float64(19508.0), np.float64(32248.0), np.float64(25499.0)]",8,True
1003900094,53021,Commun,"[np.float64(53021.0), np.float64(52976.0), np.float64(52978.0), np.float64(53019.0), np.float64(52967.0)]",5,True
1014760096,25499,Commun,"[np.float64(25499.0), np.float64(25487.0)]",2,True
1009960097,36950,Commun,"[np.float64(36950.0), np.float64(36940.0), np.float64(36958.0)]",3,True
1017850098,30971,Rare,"[np.float64(30971.0), np.float64(30936.0)]",2,True
1011370099,46008,Rare,"[np.float64(46077.0), np.float64(45996.0), np.float64(46008.0), np.float64(46057.0), np.float64(46371.0)]",5,True
1001830100,37555,Rare,"[np.float64(37577.0), np.float64(37638.0)]",2,False
1003670101,25965,Commun,[np.float64(25965.0)],1,True
1014920104,11705,Commun,"[np.float64(11704.0), np.float64(11706.0), np.float64(11705.0), np.float64(11707.0)]",4,True
1014260104,42951,Rare,[np.float64(42951.0)],1,True
1003900104,54411,Rare,"[np.float64(54411.0), np.float64(54418.0)]",2,True
1002190106,30310,Rare,"[np.float64(30310.0), np.float64(30297.0), np.float64(6708.0)]",3,True
1016220107,48766,Rare,"[np.float64(48766.0), np.float64(48826.0), np.float64(28491.0)]",3,True
1020010107,46969,Rare,[np.float64(46969.0)],1,True
1015150108,44250,Rare,"[np.float64(44250.0), np.float64(44251.0), np.float64(44246.0), np.float64(44255.0), np.float64(44260.0), np.float64(44248.0), np.float64(43323.0)]",7,True
1002600109,16653,Rare,"[np.float64(16653.0), np.float64(16697.0)]",2,True
1002600111,28463,Rare,[np.float64(28463.0)],1,True
1016490111,7687,Rare,[np.float64(7687.0)],1,True
1008770112,4147,Commun,"[np.float64(4147.0), np.float64(4143.0)]",2,True
1017760113,13280,Rare,[np.float64(13280.0)],1,True
1020010115,29949,Rare,[np.float64(29949.0)],1,True
1008770118,51355,Rare,[np.float64(51355.0)],1,True
1000620118,44591,Rare,"[np.float64(44591.0), np.float64(44703.0)]",2,True
1003900119,50911,Rare,"[np.float64(50930.0), np.float64(50911.0)]",2,True
1003900120,50931,Rare,[np.float64(50931.0)],1,True
1016490125,25775,Commun,[np.float64(25775.0)],1,True
1018540126,8729,Rare,"[np.float64(8729.0), np.float64(19775.0), np.float64(19796.0), np.float64(19761.0), np.float64(19822.0), np.float64(19823.0)]",6,True
1009460128,42635,Rare,[np.float64(42635.0)],1,True
1003760132,38048,Commun,[np.float64(38048.0)],1,True
1003900132,6999,Rare,"[np.float64(6999.0), np.float64(7002.0), np.float64(6996.0)]",3,True
1016490133,26983,Rare,[np.float64(26983.0)],1,True
1010420133,28163,Rare,"[np.float64(28163.0), np.float64(28200.0)]",2,True
1003900133,17002,Commun,"[np.float64(17002.0), np.float64(17004.0)]",2,True
1017190134,35243,Rare,"[np.float64(35243.0), np.float64(35265.0)]",2,True
1012650136,10427,Rare,"[np.float64(10427.0), np.float64(10431.0)]",2,True
1006930139,3059,Rare,[np.float64(3059.0)],1,True
1003790140,22990,Commun,"[np.float64(22990.0), np.float64(23093.0), np.float64(23086.0)]",3,True
1001600142,44081,Rare,[np.float64(44081.0)],1,True
1019930142,45846,Rare,[np.float64(45846.0)],1,True
1011370143,11924,Commun,"[np.float64(11924.0), np.float64(11929.0), np.float64(11947.0)]",3,True
1010950144,32215,Rare,"[np.float64(32215.0), np.float64(32224.0)]",2,True
1011590144,43267,Rare,"[np.float64(43267.0), np.float64(48212.0), np.float64(43271.0)]",3,True
1014990144,52311,Rare,[np.float64(52311.0)],1,True
1003840145,41494,Commun,"[np.float64(41494.0), np.float64(41467.0), np.float64(41505.0)]",3,True
1000850146,56529,Rare,"[np.float64(56544.0), np.float64(56529.0), np.float64(56469.0)]",3,True
1004860148,49149,Rare,"[np.float64(49149.0), np.float64(49166.0), np.float64(49160.0), np.float64(51026.0), np.float64(18621.0), np.float64(49167.0)]",6,True
1016490148,21160,Commun,"[np.float64(21160.0), np.float64(21616.0)]",2,True
1012550150,36760,Rare,"[np.float64(36760.0), np.float64(36754.0), np.float64(36779.0)]",3,True
1003370152,35543,Rare,"[np.float64(35543.0), np.float64(35544.0), np.float64(35538.0)]",3,True
1010950155,39724,Rare,[np.float64(48472.0)],1,False
1003350155,37569,Rare,"[np.float64(37569.0), np.float64(37638.0), np.float64(37577.0), np.float64(37551.0)]",4,True
1012720157,40614,Rare,"[np.float64(40614.0), np.float64(40618.0), np.float64(40612.0), np.float64(40624.0)]",4,True
1004860160,10712,Commun,[np.float64(10712.0)],1,True
1012550165,33696,Rare,"[np.float64(33693.0), np.float64(33701.0), np.float64(33689.0), np.float64(33696.0), np.float64(33690.0), np.float64(33695.0)]",6,True
1018800165,23377,Rare,[np.float64(23377.0)],1,True
1008480165,55552,Commun,[np.float64(55552.0)],1,True
1008180166,9096,Rare,"[np.float64(9096.0), np.float64(9002.0), np.float64(9088.0), np.float64(9066.0)]",4,True
1008480167,33603,Rare,"[np.float64(33603.0), np.float64(33605.0)]",2,True
1005760167,31674,Rare,[np.float64(31674.0)],1,True
1010990171,1251,Commun,"[np.float64(1251.0), np.float64(28648.0), np.float64(21816.0), np.float64(10102.0)]",4,True
1003700175,36940,Commun,[np.float64(36940.0)],1,True
1009530176,22944,Rare,"[np.float64(22944.0), np.float64(22943.0)]",2,True
1004950177,373,Commun,"[np.float64(373.0), np.float64(409.0)]",2,True
1009060177,32033,Rare,"[np.float64(32033.0), np.float64(32023.0)]",2,True
1018880177,9062,Rare,"[np.float64(9062.0), np.float64(9085.0), np.float64(9066.0)]",3,True
1008880178,23813,Commun,[np.float64(23813.0)],1,True
1003820180,13572,Rare,[np.float64(13572.0)],1,True
1002990180,27068,Rare,"[np.float64(27068.0), np.float64(27069.0), np.float64(4030.0)]",3,True
1014410181,42615,Rare,"[np.float64(42615.0), np.float64(42627.0), np.float64(42692.0), np.float64(42717.0)]",4,True
1003700181,14224,Commun,"[np.float64(14224.0), np.float64(14190.0), np.float64(14215.0)]",3,True
1020050182,41254,Commun,"[np.float64(41254.0), np.float64(41256.0)]",2,True
1003670182,37102,Commun,"[np.float64(37115.0), np.float64(37102.0), np.float64(37094.0), np.float64(26497.0), np.float64(37092.0), np.float64(37105.0), np.float64(3007.0), np.float64(15762.0)]",8,True
1002990183,55222,Rare,"[np.float64(55223.0), np.float64(55225.0), np.float64(55220.0), np.float64(55221.0)]",4,False
1018380184,45066,Rare,"[np.float64(45066.0), np.float64(45067.0), np.float64(45060.0), np.float64(45064.0)]",4,True
1008590184,1941,Rare,"[np.float64(1941.0), np.float64(1940.0)]",2,True
1016300186,44431,Commun,"[np.float64(44431.0), np.float64(44423.0), np.float64(44436.0), np.float64(44360.0)]",4,True
1010460189,42490,Commun,"[np.float64(42490.0), np.float64(42501.0), np.float64(42493.0), np.float64(2221.0), np.float64(25346.0), np.float64(42478.0), np.float64(44431.0)]",7,True
1012140189,9743,Rare,[np.float64(9743.0)],1,True
1004860190,22122,Commun,"[np.float64(22122.0), np.float64(22185.0)]",2,True
1014920190,47401,Commun,[np.float64(47401.0)],1,True
1004950192,55679,Commun,"[np.float64(10733.0), np.float64(10734.0), np.float64(10731.0)]",3,False
1004950194,32137,Rare,[np.float64(32137.0)],1,True
1013250195,37102,Commun,"[np.float64(37102.0), np.float64(35844.0)]",2,True
1004860195,41560,Rare,"[np.float64(41566.0), np.float64(41560.0), np.float64(41561.0)]",3,True
1010460200,29385,Rare,[np.float64(29385.0)],1,True
1004860201,55058,Rare,"[np.float64(55058.0), np.float64(55059.0)]",2,True
1003840201,54765,Commun,"[np.float64(54765.0), np.float64(54768.0)]",2,True
1003840202,1692,Commun,"[np.float64(1692.0), np.float64(1680.0), np.float64(1691.0)]",3,True
1011280202,33454,Rare,"[np.float64(33430.0), np.float64(33454.0), np.float64(33463.0)]",3,True
1008880204,43355,Commun,"[np.float64(43355.0), np.float64(43377.0), np.float64(55568.0)]",3,True
1005270208,56202,Rare,[np.float64(56202.0)],1,True
1006530209,44612,Commun,"[np.float64(44612.0), np.float64(44721.0), np.float64(44716.0), np.float64(44592.0)]",4,True
1003840212,37551,Commun,[np.float64(37551.0)],1,True
1008880213,21016,Commun,"[np.float64(21016.0), np.float64(21024.0)]",2,True
1010730214,43899,Rare,"[np.float64(43899.0), np.float64(43902.0)]",2,True
1014920215,31691,Rare,"[np.float64(31691.0), np.float64(31662.0)]",2,True
1014840216,373,Commun,[np.float64(373.0)],1,True
1004950217,50862,Rare,"[np.float64(50862.0), np.float64(50888.0), np.float64(50869.0)]",3,True
1008880219,21016,Commun,"[np.float64(21024.0), np.float64(21016.0)]",2,True
1009540223,27570,Commun,[np.float64(27570.0)],1,True
1012910223,9705,Rare,"[np.float64(9705.0), np.float64(9462.0)]",2,True
1004950223,25346,Commun,"[np.float64(25346.0), np.float64(25344.0)]",2,True
1003560224,13610,Rare,"[np.float64(13620.0), np.float64(13613.0), np.float64(13608.0)]",3,False
1013800224,54766,Rare,"[np.float64(54766.0), np.float64(54703.0), np.float64(54771.0)]",3,True
1003840224,37102,Commun,[np.float64(37102.0)],1,True
1014990226,20072,Rare,"[np.float64(20072.0), np.float64(20075.0), np.float64(24760.0), np.float64(54214.0)]",4,True
1004950227,9905,Commun,"[np.float64(9899.0), np.float64(9905.0)]",2,True
1012490228,43282,Commun,"[np.float64(43282.0), np.float64(43291.0), np.float64(43383.0), np.float64(43323.0)]",4,True
1003840229,55679,Commun,[np.float64(10734.0)],1,False
1008880236,8729,Rare,[np.float64(8729.0)],1,True
1013240236,29479,Commun,[np.float64(29479.0)],1,True
1012410237,47357,Rare,"[np.float64(47357.0), np.float64(47371.0), np.float64(47366.0), np.float64(47358.0), np.float64(3609.0), np.float64(52870.0), np.float64(52867.0)]",7,True
1008750237,409,Commun,"[np.float64(409.0), np.float64(373.0)]",2,True
1008880238,14215,Rare,"[np.float64(14215.0), np.float64(14224.0), np.float64(14190.0), np.float64(14240.0)]",4,True
1010070238,42949,Rare,"[np.float64(42949.0), np.float64(43042.0), np.float64(43045.0)]",3,True
1010460243,44436,Commun,"[np.float64(44436.0), np.float64(44423.0), np.float64(22542.0), np.float64(44431.0), np.float64(44434.0), np.float64(21016.0), np.float64(10102.0)]",7,True
1003620245,21016,Commun,"[np.float64(21016.0), np.float64(21024.0)]",2,True
1010420245,31066,Rare,[np.float64(31066.0)],1,True
1011480245,6999,Rare,"[np.float64(6999.0), np.float64(7002.0)]",2,True
1015100246,3344,Rare,"[np.float64(3344.0), np.float64(3343.0)]",2,True
1020050246,10879,Rare,[np.float64(10879.0)],1,True
1013100247,53507,Rare,[np.float64(53507.0)],1,True
1013560248,10775,Rare,[np.float64(10775.0)],1,True
1020050250,2221,Commun,"[np.float64(2221.0), np.float64(13731.0)]",2,True
1002120250,36913,Commun,"[np.float64(36913.0), np.float64(36947.0), np.float64(36932.0)]",3,True
1006930250,3059,Rare,[np.float64(3059.0)],1,True
1003700253,17132,Rare,"[np.float64(17132.0), np.float64(49779.0)]",2,True
1002890253,46075,Rare,"[np.float64(46008.0), np.float64(46075.0), np.float64(45993.0), np.float64(46077.0), np.float64(46065.0), np.float64(46097.0), np.float64(46016.0)]",7,True
1004950255,12779,Commun,"[np.float64(12779.0), np.float64(12797.0), np.float64(12800.0), np.float64(12801.0), np.float64(12781.0)]",5,True
1002890255,29777,Rare,"[np.float64(29777.0), np.float64(29766.0)]",2,True
1005340255,38222,Commun,"[np.float64(38222.0), np.float64(38204.0), np.float64(45908.0), np.float64(15995.0)]",4,True
1001020256,44434,Rare,"[np.float64(44434.0), np.float64(44431.0), np.float64(44329.0)]",3,True
1019910257,13052,Rare,[np.float64(13052.0)],1,True
1017860257,23448,Rare,"[np.float64(23453.0), np.float64(23448.0), np.float64(23466.0)]",3,True
1004020260,30673,Rare,[np.float64(30673.0)],1,True
1016340260,28467,Rare,"[np.float64(28475.0), np.float64(28467.0), np.float64(17649.0), np.float64(28491.0), np.float64(1692.0)]",5,True
1016490260,55262,Commun,"[np.float64(55262.0), np.float64(55265.0), np.float64(55263.0)]",3,True
1002890260,43299,Rare,"[np.float64(43323.0), np.float64(52515.0)]",2,False
1003700261,56378,Rare,"[np.float64(56378.0), np.float64(56376.0), np.float64(56377.0)]",3,True
1016590263,46898,Rare,[np.float64(46898.0)],1,True
1002890265,14347,Rare,"[np.float64(14355.0), np.float64(53021.0), np.float64(14347.0), np.float64(14315.0), np.float64(14321.0), np.float64(52967.0), np.float64(11705.0)]",7,True
1010320265,15371,Rare,[np.float64(15371.0)],1,True
1010360266,35538,Commun,"[np.float64(35513.0), np.float64(35538.0)]",2,True
1011590266,48674,Rare,"[np.float64(48674.0), np.float64(48668.0), np.float64(48659.0), np.float64(48648.0)]",4,True
1001600268,31919,Commun,"[np.float64(31919.0), np.float64(31920.0)]",2,True
1006680268,2999,Rare,[np.float64(2999.0)],1,True
1017540270,41493,Rare,"[np.float64(41493.0), np.float64(41494.0)]",2,True
1017680271,3090,Rare,[np.float64(3090.0)],1,True
1003860274,49424,Commun,"[np.float64(49424.0), np.float64(49489.0)]",2,True
1003700275,39989,Rare,"[np.float64(39989.0), np.float64(39994.0), np.float64(39998.0), np.float64(40001.0)]",4,True
1002520277,26006,Rare,"[np.float64(26006.0), np.float64(25997.0), np.float64(26004.0), np.float64(15995.0)]",4,True
1014990279,15762,Commun,"[np.float64(15762.0), np.float64(15763.0), np.float64(24760.0), np.float64(15768.0), np.float64(36913.0), np.float64(37092.0)]",6,True
1003860279,3914,Commun,[np.float64(3914.0)],1,True
1001600280,7443,Commun,[np.float64(7443.0)],1,True
1006650280,9066,Commun,"[np.float64(9066.0), np.float64(9079.0), np.float64(9102.0), np.float64(9051.0), np.float64(9044.0), np.float64(9087.0), np.float64(9025.0)]",7,True
1004950281,1955,Rare,[np.float64(1955.0)],1,True
1001600281,21290,Rare,"[np.float64(21290.0), np.float64(44592.0), np.float64(44716.0), np.float64(44612.0), np.float64(44671.0), np.float64(21394.0), np.float64(21526.0), np.float64(21517.0), np.float64(44663.0)]",9,True
1006850282,37092,Commun,"[np.float64(37092.0), np.float64(3003.0), np.float64(15763.0), np.float64(15754.0), np.float64(3004.0), np.float64(15768.0), np.float64(37094.0)]",7,True
1007590284,19473,Commun,"[np.float64(19473.0), np.float64(19486.0)]",2,True
1008500285,13589,Commun,[np.float64(13589.0)],1,True
1001600287,25965,Commun,[np.float64(3259.0)],1,False
1004920289,26329,Rare,"[np.float64(26329.0), np.float64(26320.0), np.float64(26298.0), np.float64(26318.0)]",4,True
1015980289,33817,Rare,[np.float64(33817.0)],1,True
1011480290,27034,Rare,[np.float64(27034.0)],1,True
1007590290,6754,Rare,[np.float64(6754.0)],1,True
1004920293,26329,Rare,"[np.float64(26298.0), np.float64(26329.0), np.float64(26319.0)]",3,True
1004920294,10102,Commun,"[np.float64(10102.0), np.float64(10097.0)]",2,True
1013810295,30989,Rare,[np.float64(30989.0)],1,True
1012910296,1982,Commun,"[np.float64(1982.0), np.float64(31919.0)]",2,True
1016490298,42155,Commun,"[np.float64(42155.0), np.float64(42186.0)]",2,True
1008750300,43544,Rare,[np.float64(43544.0)],1,True
1012460300,23557,Rare,"[np.float64(23557.0), np.float64(23535.0)]",2,True
1015650302,9025,Commun,"[np.float64(9025.0), np.float64(9000.0), np.float64(9100.0), np.float64(9113.0), np.float64(9045.0), np.float64(9062.0), np.float64(9011.0), np.float64(9085.0)]",8,True
1003780302,37094,Commun,"[np.float64(37094.0), np.float64(37105.0)]",2,True
1012490303,17414,Commun,"[np.float64(17414.0), np.float64(17416.0), np.float64(17419.0)]",3,True
1008500303,44644,Rare,[np.float64(44644.0)],1,True
1004920304,47201,Commun,[np.float64(46135.0)],1,False
1019160305,43299,Rare,"[np.float64(43289.0), np.float64(43285.0), np.float64(43355.0), np.float64(43299.0), np.float64(43282.0)]",5,True
1008920306,51355,Rare,[np.float64(51355.0)],1,True
1013240308,37084,Commun,[np.float64(37084.0)],1,True
1007590309,20532,Commun,"[np.float64(20532.0), np.float64(20531.0)]",2,True
1007590312,49424,Commun,"[np.float64(49424.0), np.float64(49489.0)]",2,True
1012490316,11705,Commun,"[np.float64(11705.0), np.float64(11706.0), np.float64(11704.0), np.float64(11707.0)]",4,True
1016260316,41256,Commun,"[np.float64(41256.0), np.float64(18805.0)]",2,True
1017820317,56510,Rare,"[np.float64(56510.0), np.float64(56450.0), np.float64(56415.0), np.float64(56505.0)]",4,True
1016340319,4875,Commun,"[np.float64(4875.0), np.float64(4878.0), np.float64(4871.0)]",3,True
1013570323,47678,Rare,[np.float64(47678.0)],1,True
1014380323,19565,Rare,"[np.float64(19565.0), np.float64(19555.0), np.float64(19562.0), np.float64(19563.0)]",4,True
1002960323,39725,Rare,"[np.float64(39725.0), np.float64(39722.0)]",2,True
1013290325,45802,Rare,"[np.float64(45802.0), np.float64(45810.0)]",2,True
1002980327,51096,Commun,"[np.float64(51096.0), np.float64(23397.0), np.float64(15704.0)]",3,True
1009530328,25779,Rare,[np.float64(25779.0)],1,True
1006170329,10774,Commun,[np.float64(10774.0)],1,True
1015140330,17983,Rare,[np.float64(17983.0)],1,True
1013240331,1982,Commun,[np.float64(1982.0)],1,True
1002360332,19473,Commun,"[np.float64(19473.0), np.float64(19486.0)]",2,True
1014040332,41496,Commun,"[np.float64(41496.0), np.float64(41480.0), np.float64(41510.0)]",3,True
1017410333,12751,Rare,"[np.float64(12751.0), np.float64(20244.0), np.float64(49666.0)]",3,True
1013060334,35511,Rare,[np.float64(35511.0)],1,True
1002980334,9899,Rare,"[np.float64(9905.0), np.float64(9899.0)]",2,True
1002980335,35592,Rare,[np.float64(35592.0)],1,True
1003860335,21016,Commun,[np.float64(21016.0)],1,True
1002980336,3919,Rare,"[np.float64(3919.0), np.float64(36532.0), np.float64(44721.0), np.float64(3921.0), np.float64(25802.0)]",5,True
1001590336,29485,Commun,"[np.float64(29485.0), np.float64(29481.0)]",2,True
1003600336,2217,Rare,"[np.float64(2217.0), np.float64(42490.0)]",2,True
1004040336,55937,Rare,"[np.float64(55937.0), np.float64(55940.0)]",2,True
1002980337,19,Rare,"[np.float64(19.0), np.float64(23.0), np.float64(38.0), np.float64(48.0), np.float64(53070.0)]",5,True
1016680337,32205,Rare,[np.float64(32205.0)],1,True
1002980338,19,Rare,"[np.float64(19.0), np.float64(38.0), np.float64(23.0)]",3,True
1012140338,47577,Rare,"[np.float64(47577.0), np.float64(47663.0)]",2,True
1003840338,48998,Commun,"[np.float64(48998.0), np.float64(48990.0), np.float64(48991.0), np.float64(48992.0)]",4,True
1015650338,44908,Rare,"[np.float64(44908.0), np.float64(44901.0)]",2,True
1015000338,36349,Rare,"[np.float64(36348.0), np.float64(36349.0)]",2,True
1004040339,15768,Commun,"[np.float64(15768.0), np.float64(37098.0), np.float64(37096.0)]",3,True
1002890339,41653,Rare,"[np.float64(12882.0), np.float64(39537.0)]",2,False
1020050342,30651,Rare,[np.float64(30651.0)],1,True
1012550342,25106,Rare,"[np.float64(25106.0), np.float64(25110.0)]",2,True
1015430343,9025,Commun,"[np.float64(9025.0), np.float64(9000.0), np.float64(9113.0)]",3,True
1004920343,42692,Commun,"[np.float64(42604.0), np.float64(42692.0)]",2,True
1004920344,21825,Rare,"[np.float64(21825.0), np.float64(21826.0)]",2,True
1017200344,43334,Rare,"[np.float64(43334.0), np.float64(43367.0)]",2,True
1010460344,22542,Commun,"[np.float64(22542.0), np.float64(22554.0), np.float64(22532.0), np.float64(53083.0), np.float64(46860.0)]",5,True
1015090344,51992,Rare,"[np.float64(51992.0), np.float64(42201.0)]",2,True
1004950346,55918,Rare,"[np.float64(55870.0), np.float64(55925.0)]",2,False
1003860346,15231,Commun,[np.float64(15231.0)],1,True
1019670346,6711,Rare,[np.float64(6711.0)],1,True
