observation_id,ground_truth_val
1018597457,32215
1018616030,44081
1018635352,11311
1018635365,47401
1018635437,46673
1018635454,46673
1018635474,46673
1018635494,36690
1018635536,35460
1018635874,52878
1018635902,16197
1018636505,4738
1018636561,54341
1018636721,11494
1018636936,49167
1018650502,39843
1018658986,4315
1018659135,27364
1018684509,6754
1018684861,425
1018685061,29385
1018685452,9088
1018685599,13620
1018685993,14355
1018686322,44377
1018686733,13280
1018693722,14315
1018704746,32243
1018704778,55082
1018704810,41256
1018704875,43350
1018704920,49442
1018704977,22502
1018704991,29385
1018705236,46008
1018705385,33733
1018705413,33733
1018710568,46020
1018713227,30619
1018713273,25793
1018718317,18005
1018718396,5330
1018722893,25346
1018722980,22340
1018723057,13581
1018723157,30583
1018723339,15745
1018723646,31662
1018723713,11936
1018723765,19814
1018723819,27635
1018723871,28680
1018723945,19820
1018724119,26495
1018724250,11585
1018738622,35987
1018745281,11936
1018746385,15463
1018751450,16148
1018751696,17983
1018756309,33603
1018756436,28326
1018756835,4711
1018756973,40937
1018757188,6125
1018757422,46868
1018759162,34672
1018761026,56278
1018761163,28648
1018761280,38222
1018761740,409
1018762051,3805
1018762251,30985
1018762368,29228
1018762382,20264
1018767082,42103
1018767238,49492
1018767348,30862
1018767696,31455
1018767826,46967
1018767933,41018
1018768324,8423
1018782908,26528
1018787179,27345
1018787247,35363
1018787330,11797
1018787417,12036
1018787765,49480
1018787920,10775
1018788073,3007
1018788346,40816
1018788646,3668
1018788730,4192
1018788886,7627
1018797101,17962
1018797302,46967
1018800165,23377
1018800410,56141
1018801166,47720
1018805747,29479
1018805838,26414
1018805923,35162
1018806123,56383
1018806188,5083
1018806382,17132
1018806492,4030
1018806528,23694
1018806573,44612
1018806838,51485
1018814648,15716
1018814827,20210
1018814891,20210
1018814962,23939
1018825000,44431
1018825155,52872
1018825223,29600
1018825360,3630
1018831263,45303
1018834468,20244
1018834728,6320
1018835078,46919
1018835397,27528
1018835796,23496
1018835890,26748
1018836472,40928
1018836627,23941
1018836733,3210
1018837957,47631
1018846486,48355
1018847728,53774
1018847818,29076
1018847886,26224
1018847991,47315
1018848296,37298
1018848403,55676
1018848480,4884
1018848568,26084
1018851469,47658
1018851644,53829
1018855512,373
1018855706,29600
1018855963,45885
1018858836,19487
1018859031,21079
1018859213,29699
1018859361,15704
1018859595,46884
1018859753,55397
1018859836,27392
1018859851,18098
1018859926,19
1018859996,46884
1018860059,21816
1018860723,15704
1018860776,5651
1018860792,54765
1018865789,27457
1018868972,16650
1018869003,54437
1018869013,3248
1018876313,11804
1018876458,40928
1018876608,29699
1018876794,1692
1018876861,45303
1018877110,12751
1018877208,55897
1018880177,9062
1018880274,56329
1018880358,56293
1018880442,48386
1018880543,23673
1018881005,26003
1018881081,3343
1018888271,56070
1018891195,46870
1018891389,8836
1018893210,30619
1018895600,36234
1018896685,56142
1018896815,6252
1018896914,44591
1018896982,55855
1018897280,47278
1018897319,4325
1018897354,48165
1018897393,4020
1018897428,15762
1018904115,49666
1018904213,15372
1018904619,24760
1018904710,56325
1018904795,35416
1018905009,44051
1018905092,42951
1018905206,54214
1018905316,24841
1018905399,21595
1018905482,38200
1018905642,29693
1018906257,10894
1018906913,50977
1018907104,21816
1018907322,32037
1018907622,15762
1018908309,46884
1018908536,46576
1018908747,22542
1018915954,23683
1018921521,29101
1018922403,53156
1018922499,4042
1018922629,22728
1018925881,1627
1018930101,5149
1018934469,46964
1018934524,55663
1018934754,23760
1018934811,20333
1018937931,52872
1018937970,3007
1018938194,2134
1018938713,49506
1018954737,23705
1018954796,15669
1018954856,48024
1018954921,35240
1018955004,38496
1018955047,1857
1018955085,12356
1018955959,35567
1018956150,47664
1018958638,3248
1018958735,48037
1018958799,6320
1018958891,56409
1018959035,44733
1018963840,19583
1018967716,358
1018967807,43822
1018967919,21456
1018968022,5270
1018968778,46446
1018983523,42490
1018983628,30583
1018983751,46860
1018983933,50931
1018984004,9438
1018984063,27541
1018984158,23626
1018984205,53774
1018984219,45885
1018984327,17657
1018984363,15666
1018984367,5149
1018984423,44981
1018984462,4241
1018984483,39329
1018984507,42967
1018984569,26751
1018984747,46884
1018984999,46020
1018985004,23504
1018985099,10712
1018988163,31711
1018988314,40626
1018988450,17661
1018988612,29693
1018988714,56325
1018988839,53454
1018988918,56422
1018989017,51438
1018989120,40884
1018989219,44703
1018990876,41035
1018990891,28743
1018990909,21629
1018993280,55262
1018996467,23486
1019000780,41010
1019001177,22485
1019001278,43271
1019006245,21313
1019006332,23705
1019008380,30985
1019008472,25499
1019008656,23496
1019008744,47584
1019008858,55624
1019008933,17657
1019011068,23486
1019011103,30619
1019011115,17002
1019011133,32224
1019012573,4652
1019012709,10820
1019012868,20333
1019017737,426
1019019316,10712
1019019419,31774
1019019733,44190
1019020014,47971
1019020090,32137
1019025500,31695
1019025678,24764
1019025824,26224
1019025955,43355
1019025990,44599
1019026216,23529
1019026369,44900
1019026625,11048
1019034874,48386
1019045265,55676
1019045331,48359
1019045512,23760
1019047715,48362
1019047853,4294
1019047928,44599
1019048035,47649
1019048102,23065
1019052370,7443
1019052397,7956
1019052425,36018
1019055546,23939
1019055766,42949
1019055876,7155
1019055964,44647
1019060796,10187
1019068967,45846
1019078684,56128
1019078791,44532
1019084127,9113
1019084812,56212
1019085096,56614
1019085308,38496
1019085385,45303
1019085530,31686
1019090276,44599
1019090955,11048
1019091743,36816
1019091834,43318
1019092050,50911
1019094781,19823
1019094846,27314
1019098767,36601
1019102350,13870
1019102487,6708
1019102703,55397
1019103189,42380
1019103488,54768
1019103791,29603
1019103899,13621
1019108005,23876
1019108090,41018
1019108142,27028
1019108197,47282
1019108585,15463
1019108810,32137
1019108905,11842
1019109003,11705
1019109158,27393
1019111106,41498
1019111177,19773
1019111244,4630
1019111305,5231
1019121974,25793
1019122006,10426
1019124846,32220
1019124931,31455
1019124988,49220
1019125170,43355
1019125298,43273
1019125445,44436
1019125587,31866
1019125875,39900
1019125901,19
1019126078,22542
1019126236,44436
1019126266,39900
1019126293,8901
1019127927,54790
1019128004,47649
1019128010,4294
1019128328,37729
1019128416,4325
1019128550,47658
1019128889,9096
1019128939,28531
1019128950,23397
1019129021,39690
1019129173,42669
1019129252,48141
1019129316,23626
1019129388,23760
1019129591,11494
1019136446,373
1019136626,53928
1019143134,3194
1019143282,20261
1019143381,14343
1019143415,23005
1019143536,4290
1019143684,22021
1019143716,23065
1019143747,23065
1019143766,23005
1019143803,48668
1019143835,28772
1019143894,47594
1019143952,3202
1019143994,47663
1019144022,39684
1019145031,27393
1019145163,37187
1019149954,498
1019150821,22339
1019150993,19473
1019151094,52882
1019151104,42895
1019157872,12385
1019159195,30851
1019160305,43299
1019161000,5149
1019161530,56676
1019165121,5270
1019165541,10102
1019165715,7249
1019166017,43822
1019166094,27457
1019170726,4325
1019170784,23874
1019171481,50833
1019171552,6320
1019172536,14343
1019178958,21480
1019178997,27529
1019179044,56108
1019179083,24939
1019191453,41496
1019199408,36568
1019199459,50036
1019212212,51637
1019215272,48712
1019215326,10592
1019215384,51493
1019215501,56469
1019227630,5550
1019227683,27681
1019236175,43271
1019237231,17657
1019237258,47670
1019243127,53928
1019243175,5283
1019243318,48352
1019243342,48345
1019243677,42266
1019245042,47401
1019246265,23005
1019246286,26751
1019246369,3182
1019246407,3182
1019246422,14343
1019246463,3182
1019246517,56108
1019246527,30811
1019246545,47663
1019246563,49374
1019246645,47658
1019246768,23005
1019247097,22021
1019247136,41870
1019247194,3182
1019247238,26751
1019247251,47663
1019249299,39684
1019249324,26751
1019249354,23000
1019249738,14343
1019250527,56108
1019250557,3182
1019251088,30276
1019251364,53839
1019251440,12979
1019251452,23904
1019251612,42677
1019251778,12979
1019251952,21787
1019252524,15266
1019252740,39684
1019252777,21787
1019252999,47658
1019253051,49374
1019253063,30811
1019253487,19841
1019253962,55679
1019260980,28648
1019261175,14955
1019261488,14190
1019261821,20532
1019262324,46884
1019273257,34817
1019277641,48855
1019278574,19562
1019282651,11787
1019283241,19473
1019283721,9096
1019283818,23486
1019284111,40649
1019284341,28694
1019284536,52224
1019284623,15762
1019285211,5550
1019285627,49374
1019285943,10187
1019290399,657
1019290470,36705
1019290482,5552
1019290497,27379
1019290604,54758
1019294121,28465
1019294147,48806
1019299551,6999
1019299578,8729
1019311417,16697
1019311424,54700
1019311590,5552
1019311599,7956
1019315003,21816
1019315179,9096
1019315264,40649
1019315333,46884
1019315554,33689
1019317578,10814
1019317588,21787
1019317595,47663
1019317602,26751
1019317613,47658
1019317900,23000
1019317907,10814
1019317926,47663
1019317940,41870
1019318089,48362
1019318272,37743
1019318314,31774
1019318335,38496
1019318345,4806
1019318530,49374
1019318543,30811
1019318595,23000
1019318749,4042
1019318979,49215
1019319154,38934
1019320949,47270
1019321014,11787
1019321276,31711
1019321337,47658
1019321449,38934
1019321668,21787
1019321834,46757
1019321892,12385
1019321894,47658
1019321903,4806
1019321953,17714
1019321980,17714
1019322042,46757
1019322050,42627
1019322076,11356
1019323648,480
1019323663,41870
1019323714,38934
1019323845,54754
1019323858,53839
1019326814,47659
1019326823,40614
1019326848,26697
1019326855,25414
1019326954,38387
1019327121,13542
1019327128,49545
1019327134,23095
1019327217,1729
1019327439,47401
1019327539,41254
1019327628,33454
1019327697,55855
1019329227,40717
1019329280,4810
1019329477,40202
1019329584,15995
1019329643,11705
1019329704,33689
1019329861,27427
1019330206,11804
1019330348,46868
1019330613,46884
1019330725,11787
1019330805,19473
1019332267,46757
1019332328,19923
1019332339,19923
1019332512,10814
1019332869,9410
1019333046,37721
1019333069,56043
1019333080,53021
1019333161,4042
1019333286,10814
1019333361,4042
1019333408,41882
1019333455,30276
1019333562,47658
1019333588,48386
1019333632,19472
1019333643,18117
1019333663,4613
1019333676,48355
1019333702,42677
1019333711,14343
1019333746,4806
1019333828,38193
1019333842,30811
1019333850,49374
1019333911,11356
1019333950,49374
1019333965,48362
1019333980,46969
1019333999,40614
1019334011,38934
1019334336,3805
1019335314,14343
1019336209,9096
1019336548,2122
1019336568,38934
1019336582,4325
1019336609,47663
1019336618,38934
1019336647,37721
1019336662,10814
1019336719,41882
1019336738,27543
1019336779,49374
1019336898,35240
1019336911,23005
1019336916,38193
1019336943,3182
1019345034,46954
1019345190,40649
1019345769,55263
1019345845,40816
1019347858,4294
1019347955,9699
1019348023,4294
1019348058,23065
1019348136,42677
1019348195,19848
1019348330,37743
1019348430,10814
1019349582,16676
1019349602,56042
1019353124,42619
1019353129,9113
1019353131,15183
1019360752,9828
1019360849,19823
1019360940,8729
1019361142,41006
1019361188,11804
1019361277,9096
1019361465,55911
1019361678,23575
1019361706,23575
1019361823,47724
1019363438,49545
1019363445,5409
1019365525,10673
1019377661,15590
1019378991,12800
1019379130,47724
1019379187,9828
1019379327,11776
1019379433,41006
1019379617,11776
1019379705,29929
1019379757,11776
1019379800,23575
1019379884,21617
1019390216,37376
1019392771,34571
1019393914,46417
1019400423,11787
1019400428,23469
1019401294,44206
1019402821,25615
1019404173,47664
1019404176,37742
1019405222,41010
1019405532,30923
1019411064,20326
1019416452,9846
1019416488,2041
1019416531,11352
1019416580,4285
1019416642,39753
1019416689,53697
1019427281,9828
1019428430,21827
1019436168,26100
1019450634,15177
1019452932,37187
1019463066,499
1019463141,26640
1019474382,53413
1019474407,11929
1019474643,7763
1019474675,27361
1019485978,50972
1019487867,32224
1019488384,48230
1019500636,21360
1019506558,40630
1019506685,39604
1019525572,44439
1019538982,5330
1019543805,10179
1019544011,14753
1019547793,36836
1019548454,40624
1019551858,51462
1019551862,33814
1019555491,55897
1019555502,22975
1019555529,23694
1019555537,9446
1019555660,9846
1019555749,2154
1019555762,53415
1019555774,12368
1019559363,38716
1019587124,45067
1019587219,29162
1019587285,10814
1019587417,8454
1019587540,9827
1019587550,9828
1019587577,9828
1019587874,40203
1019588152,31520
1019588313,9096
1019588599,44716
1019595170,7765
1019595175,44439
1019597413,27666
1019611563,14955
1019611631,57294
1019611704,37005
1019615655,412
1019615670,42380
1019632787,29482
1019649891,42545
1019660736,40630
1019666723,29899
1019667029,22542
1019667288,9886
1019667383,44439
1019669889,21816
1019669924,23690
1019670034,53413
1019670179,53413
1019670346,6711
1019670512,37456
1019670578,17655
1019670639,21041
1019680463,4639
1019680487,23423
1019680525,47728
1019680607,41518
1019680627,6749
1019680643,3985
1019680718,6711
1019680784,8268
1019680838,51456
1019681016,48366
1019681179,10865
1019681325,46788
1019681348,6711
1019681381,46788
1019681442,21627
1019681705,42604
1019681755,36493
1019681837,19472
1019681882,879
1019681963,40624
1019681971,10179
1019682059,47666
1019684559,35195
1019684621,27458
1019684703,46788
1019684880,9410
1019684894,10179
1019684905,19473
1019684931,44051
1019686563,34261
1019686663,23759
1019686707,5272
1019686784,27416
1019687095,47666
1019687272,31866
1019687327,29787
1019687331,503
1019687816,14394
1019687840,30685
1019687927,28789
1019687945,41254
1019694509,18754
1019694533,42545
1019694534,15917
1019694548,14394
1019694549,18754
1019694553,11863
1019694590,19491
1019701026,44946
1019706892,23504
1019714924,42493
1019716654,4147
1019716877,12229
1019742126,29695
1019748247,52375
1019767707,3805
1019773790,10618
1019774345,55275
1019775678,17763
1019777274,25742
1019783608,33430
1019783739,33593
1019783865,4432
1019783946,32755
1019796366,28788
1019796408,47401
1019796426,11705
1019796531,33454
1019801492,35460
1019805289,33814
1019812554,9088
1019812642,37376
1019845917,32744
1019873084,749
1019878147,27666
1019878437,51793
1019892465,36492
1019892496,49388
1019892624,55911
1019896778,41034
1019906436,37698
1019906458,37698
1019910257,13052
1019920874,25535
1019920976,44431
1019921061,44431
1019921162,51026
1019921398,45885
1019927581,26318
1019930142,45846
1019930151,45846
1019930161,57072
1019930378,47270
1019930384,39843
1019935987,7956
1019939184,19775
1019939297,32707
1019939562,25346
1019940131,43544
1019940651,40525
1019943086,12229
1019951713,53922
1019951888,14955
1019953164,47401
1019953271,48352
1019956434,42490
1019956519,47004
1019962184,44434
1019962192,44434
1019962220,11705
1019963345,19889
1019976226,8271
1019976284,4747
1019976390,21440
1019976535,54463
1019985661,2745
1019988222,2745
1020009390,14343
1020009469,47577
1020009474,26751
1020009491,47577
1020009535,17657
1020009604,5290
1020009637,55624
1020009687,29949
1020009734,26751
1020009886,56108
1020009942,47577
1020009996,4294
1020010006,4294
1020010031,47670
1020010058,49374
1020010084,56043
1020010089,47658
1020010107,46969
1020010115,29949
1020020674,5283
1020023690,53922
1020023727,31063
1020024532,17564
1020024857,41019
1020029566,52389
1020047138,29482
1020047185,14394
1020047202,42657
1020047269,14463
1020047285,47401
1020047325,42635
1020047328,34571
1020047339,21160
1020047742,13524
1020047746,43976
1020047806,30851
1020047852,9300
1020048199,4360
1020048249,43139
1020048264,37013
1020048321,32137
1020048406,47577
1020048411,38426
1020048416,495
1020048706,21016
1020048711,12801
1020049187,28102
1020049650,18663
1020049911,40986
1020049936,13621
1020050064,56614
1020050084,56614
1020050091,28648
1020050182,41254
1020050246,10879
1020050250,2221
1020050342,30651
1020050434,42013
1020050460,41010
1020057392,39328
1020057455,12796
1020065723,4737
1020065793,17564
1020065846,25346
1020065896,25742
1020065958,11494
1020093777,17564
1020095796,31674
1020096190,12376
1020103823,33814
1020103834,33814
1020105273,33814
1020114866,25742
1020117138,44058
1020125455,26786
1020125464,31879
1020125480,32243
1020125503,1595
1020126788,29395
1020129355,15515
1020135402,26919
1020142739,48998
1020142754,3007
1020143786,5283
1020149111,17564
1002624063,23813
1001001666,6878
1001601537,18754
1001601539,46008
1001019041,16982
1001604904,29764
1001007171,9258
1002978373,37859
1001594326,27570
1001597662,35544
1001597664,4486
1001597666,13651
1001597670,56247
1001596663,55298
1001602407,4147
1001602408,4486
1001602413,47201
1001002415,42266
1001593424,41494
1001593427,33859
1000975235,39954
1001001647,15922
1001601750,21016
1001601751,27570
1001601752,38596
1001601753,15268
1001001650,1325
1001601755,33689
1000988492,2151
1001597639,52402
1000988494,49424
1001597414,56093
1001597415,9304
1000988513,29472
1001152901,30673
1000994477,6376
1000994478,6376
1001597258,25346
1001597260,4875
1001597261,42478
1000614458,30811
1000972246,17002
1000997141,42155
1001601287,54768
1001601292,50385
1001601357,56583
1000999354,9258
1001601360,45885
1001601362,56247
1001601370,22832
1001602055,47201
1001602058,44190
1001606332,41256
1001602060,33823
1001606333,28788
1001602063,12229
1001602065,54417
1001602072,28648
1001602073,4856
1001001347,55262
1000997386,46013
1001636751,911
1000997418,9258
1001600847,22122
1000998657,29530
1001018914,35513
1000998673,26517
1001601302,22409
1001601305,40630
1001594193,56247
1001594195,18754
1001594196,13275
1001594199,18754
1001594200,1558
1001594201,49435
1001593799,31489
1001593801,27570
1000973166,9258
1001593012,21016
1001593385,4875
1001593386,970
1000973284,54386
1001593017,37005
1001599983,25346
1001599987,55298
1001599988,55298
1001599989,4486
1001599994,30310
1001599996,25346
1001600002,10197
1001600003,10197
1001600006,35544
1001604952,18662
1001010376,17002
1001010382,1325
1001604953,2221
1001604957,56377
1001604961,35854
1001010433,43544
1001010434,23486
1001604964,9304
1001604966,56377
1001604967,55134
1001592171,3845
1001592173,17414
1001592174,41496
1001592178,36075
1001592180,40986
1000968847,25783
1001605393,25775
1001601011,42266
1001596190,28491
1001596198,47270
1001599071,47275
1001599079,43042
1001599082,21016
1001591876,10102
1001591877,54768
1001591882,7443
1000970820,4875
1001591886,29764
1001591887,47201
1001591888,35521
1001606142,41254
1001602360,29787
1001602361,19804
1001602363,4875
1001602370,48874
1001602371,56377
1001602372,27570
1001003029,22943
1001602375,11313
1001003001,55262
1001602376,27570
1001602093,5270
1001602095,56377
1001000990,42155
1000965797,40295
1001589520,47173
1001589525,27570
1001589526,56676
1001589533,49779
1001589536,47201
1001589537,35538
1001589539,35544
1001589545,47275
1001594897,4486
1001594898,26497
1001600674,56247
1001600681,25775
1001600682,25775
1001600683,53070
1001600685,27570
1000996200,22943
1001600687,43045
1001601204,4875
1001601207,55397
1001601213,17414
1000999684,6878
1001601218,46659
1001601220,44636
1001601222,17414
1001601223,25965
1001004210,42274
1001004218,22943
1001604638,47201
1001604568,28138
1001604569,41254
1001604570,44636
1001591671,55298
1001591679,47201
1001591681,46659
1001591684,55298
1001593009,48874
1001048855,22943
1000971523,22943
1001592748,29485
1001592752,5270
1001592753,47201
1000971532,6878
1001592755,18754
1001592756,22122
1001048856,22943
1001592762,4895
1001592764,44636
1001592766,29485
1001591640,35544
1000967488,9211
1000967489,9211
1001591644,4486
1001598550,25346
1001598555,7443
1001598560,56123
1001635895,8423
1001598566,43045
1000990833,9258
1001598582,5283
1001598569,26497
1001607351,43045
1001607354,4486
1001607357,35987
1001017066,22943
1001605406,56374
1001011846,9258
1001605411,42462
1001605414,48874
1001605415,49779
1001011854,22943
1001605418,47201
1001605419,3007
1001605420,26497
1001605424,5175
1001601807,12651
1001602022,3007
1001601809,40630
1001601811,56123
1000998310,22943
1001601813,25775
1001601814,56123
1000998316,55262
1001601816,25346
1001601818,18754
1001591036,5283
1001591038,56123
1001600805,29787
1001600808,56377
1001600810,44636
1001592736,5175
1001592737,5175
1001594397,47201
1001594156,22943
1000975685,22943
1001594161,56123
1001594163,26100
1001594165,44636
1001594167,56377
1001594168,56377
1001604414,46659
1001604417,56123
1001604418,56123
1001012725,22943
1001012733,22943
1001604425,31489
1001604427,35521
1001599769,48874
1001599774,25775
1001600142,44081
1001590700,18738
1001590705,56123
1001590707,56123
1001016899,33603
1001255597,41378
1001593532,4147
1001593533,47201
1001593534,8587
1001112151,35521
1001004896,11462
1000993915,55262
1001599416,43045
1001599417,56123
1001602842,47201
1001602844,27570
1001602846,47201
