observation_id,vraie_espece,ensemble,taille,couvert
1007590284,19473,[19473],1,True
1008500285,13589,[13589],1,True
1001600287,25965,[3259],1,False
1004920289,26329,[26329],1,True
1015980289,33817,[33817],1,True
1011480290,27034,[27034],1,True
1007590290,6754,[6754],1,True
1004920293,26329,"[26298, 26329]",2,True
1004920294,10102,[10102],1,True
1013810295,30989,[30989],1,True
1012910296,1982,[1982],1,True
1016490298,42155,[42155],1,True
1008750300,43544,[43544],1,True
1012460300,23557,[23557],1,True
1015650302,9025,[9025],1,True
1003780302,37094,[37094],1,True
1012490303,17414,"[17414, 17416]",2,True
1008500303,44644,[44644],1,True
1004920304,47201,[46135],1,False
1019160305,43299,"[43289, 43285]",2,False
1008920306,51355,[51355],1,True
1013240308,37084,[37084],1,True
1007590309,20532,"[20532, 20531]",2,True
1007590312,49424,"[49424, 49489]",2,True
1012490316,11705,"[11705, 11706]",2,True
1016260316,41256,[41256],1,True
1017820317,56510,[56510],1,True
1016340319,4875,"[4875, 4878]",2,True
1013570323,47678,[47678],1,True
1014380323,19565,"[19565, 19555]",2,True
1002960323,39725,[39725],1,True
1013290325,45802,[45802],1,True
1002980327,51096,[51096],1,True
1009530328,25779,[25779],1,True
1006170329,10774,[10774],1,True
1015140330,17983,[17983],1,True
1013240331,1982,[1982],1,True
1002360332,19473,[19473],1,True
1014040332,41496,[41496],1,True
1017410333,12751,[12751],1,True
1013060334,35511,[35511],1,True
1002980334,9899,"[9905, 9899]",2,True
1002980335,35592,[35592],1,True
1003860335,21016,[21016],1,True
1002980336,3919,[3919],1,True
1001590336,29485,"[29485, 29481]",2,True
1003600336,2217,[2217],1,True
1004040336,55937,[55937],1,True
1002980337,19,[19],1,True
1016680337,32205,[32205],1,True
1002980338,19,[19],1,True
1012140338,47577,[47577],1,True
1003840338,48998,"[48998, 48990]",2,True
1015650338,44908,"[44908, 44901]",2,True
1015000338,36349,"[36348, 36349]",2,True
1004040339,15768,[15768],1,True
1002890339,41653,"[12882, 39537]",2,False
1020050342,30651,[30651],1,True
1012550342,25106,[25106],1,True
1015430343,9025,[9025],1,True
1004920343,42692,"[42604, 42692]",2,True
1004920344,21825,"[21825, 21826]",2,True
1017200344,43334,[43334],1,True
1010460344,22542,[22542],1,True
1015090344,51992,[51992],1,True
1004950346,55918,[55870],1,False
1003860346,15231,[15231],1,True
1019670346,6711,[6711],1,True
1004920346,21825,"[21826, 21825]",2,True
1003330348,20196,"[20196, 20179]",2,True
1012700350,17763,[17763],1,True
1017350350,3004,[3004],1,True
1008880351,12229,[12229],1,True
1003700352,36779,[36779],1,True
1008590352,13613,"[31808, 31774]",2,False
1015100355,50463,"[50463, 49920, 50640]",3,True
1004040356,36913,[36913],1,True
1017190356,55630,[55630],1,True
1004950356,44377,[44377],1,True
1017700358,38225,[38225],1,True
1017370359,37084,[37084],1,True
1017410362,18015,[18015],1,True
1015430364,41256,[41256],1,True
1011370365,41035,[41035],1,True
1002150367,10636,[10636],1,True
1004950367,22122,[22122],1,True
1004920367,27685,[27685],1,True
1003910368,15745,[15745],1,True
1007590371,10712,"[10712, 10714]",2,True
1004040371,49565,[49565],1,True
1011220373,53421,"[53421, 53382]",2,True
1002050374,23770,[23765],1,False
1008750375,41594,[41594],1,True
1016260376,17388,"[17388, 44774]",2,True
1001010376,17002,[17004],1,False
1009200377,2808,[2808],1,True
1015650379,51355,[51355],1,True
1016840381,11831,[11831],1,True
1010420381,14481,"[14481, 14443]",2,True
1006520381,13280,[13280],1,True
1001010382,1325,"[1325, 1321]",2,True
1005190383,29382,[29382],1,True
1019930384,39843,[39843],1,True
1017580385,32766,"[32766, 32759, 32755]",3,True
1017410385,15184,[15184],1,True
1005060387,29773,[29773],1,True
1011590387,54437,[54437],1,True
1016130389,2808,"[2808, 2798]",2,True
1000850393,52882,[52882],1,True
1003860394,10774,[10774],1,True
1004920394,23891,[23891],1,True
1011480394,54386,"[54386, 54375]",2,True
1004040396,3007,[3007],1,True
1017370397,37102,[37102],1,True
1017580397,8242,[8242],1,True
1010420397,417,[417],1,True
1012720398,48736,[48736],1,True
1019290399,657,[657],1,True
1013240399,3007,[3007],1,True
1008240400,15995,"[15995, 2838]",2,True
1012650402,39725,[39725],1,True
1004520403,3845,"[30835, 34535]",2,False
1012620405,32224,[32224],1,True
1004450409,25802,"[25802, 6940]",2,True
1003880410,1982,[1982],1,True
1017580412,54817,[54817],1,True
1007960413,3668,"[11058, 3668, 54263]",3,True
1003880417,55679,[55679],1,True
1003960419,41256,[41256],1,True
1009760419,43355,[43355],1,True
1016340421,50911,"[50911, 50931]",2,True
1007450421,48736,[48736],1,True
1002850422,13160,"[13160, 22409, 21959]",3,True
1019400423,11787,[11787],1,True
1004920423,1558,[1558],1,True
1012140424,56047,[56047],1,True
1004920425,31646,[31646],1,True
1003880426,33857,[33857],1,True
1017580426,4737,[4737],1,True
1019400428,23469,[23469],1,True
1001010433,43544,[43544],1,True
1020050434,42013,[42013],1,True
1002810436,47726,[47726],1,True
1004920436,47201,[47201],1,True
1003330436,26329,[32783],1,False
1013240439,36934,[36934],1,True
1012620439,14190,[14190],1,True
1008880440,56212,[56212],1,True
1003860440,10588,[10588],1,True
1007590441,35987,[35987],1,True
1003860441,13271,[13271],1,True
1018880442,48386,[48386],1,True
1012620444,22954,[22954],1,True
1004950449,38426,[38426],1,True
1004040452,3007,[3007],1,True
1016260452,32770,[32770],1,True
1009610455,39665,"[39662, 39667]",2,False
1004590455,38777,[38777],1,True
1004590456,40571,[40571],1,True
1004920458,38535,[38535],1,True
1005990458,54765,"[54744, 54698]",2,False
1003880458,54765,"[54765, 54744]",2,True
1009580458,31489,[31489],1,True
1012140458,37148,[28748],1,False
1002810459,8729,[8729],1,True
1018000459,29699,[29699],1,True
1020050460,41010,[41018],1,False
1002470460,18662,[18662],1,True
1013200465,3290,[3266],1,False
1012620466,5149,"[5149, 5245]",2,True
1004450466,33820,[33820],1,True
1003860466,36075,[36075],1,True
1016270466,14463,[14463],1,True
1017760467,40231,[40231],1,True
1004920470,7443,[7443],1,True
1019290470,36705,"[36705, 36703]",2,True
1004450471,33814,[33814],1,True
1012720471,7294,[7294],1,True
1000980471,22943,"[22943, 22944]",2,True
1008280472,46330,[46330],1,True
1004920472,30583,[30577],1,False
1014820473,29672,[29672],1,True
1009610473,47678,[47678],1,True
1018440473,54214,[54214],1,True
1009580475,32744,"[32744, 32769]",2,True
1007590476,30619,[30619],1,True
1009530476,17237,[17237],1,True
1004920477,8689,[8689],1,True
1017110478,13542,[13542],1,True
1002710479,47720,"[47720, 29171]",2,True
1009750479,29473,[29473],1,True
1008100480,9846,"[9846, 9833]",2,True
1014450481,11704,"[11706, 11704]",2,True
1003880481,1692,[1692],1,True
1003610482,28568,"[28567, 28568]",2,True
1001750482,15268,[15268],1,True
1019290482,5552,[5552],1,True
1012910483,56327,"[56327, 56299]",2,True
1012610487,20209,"[20209, 20193]",2,True
1003860487,56288,[56288],1,True
1019680487,23423,[23423],1,True
1008950488,23889,[23889],1,True
1018180489,40239,[np.int64(40235)],1,False
1004040490,1991,[1991],1,True
1004920490,44439,"[44421, 44439]",2,True
1014180490,46919,[46919],1,True
1007590490,7764,[7764],1,True
1003860490,55043,[55043],1,True
1012620491,28475,"[28475, 28467]",2,True
1008100491,20208,[20208],1,True
1012910495,7443,[7443],1,True
1019290497,27379,[27379],1,True
1002710500,2742,"[2751, 2742, 2744]",3,True
1012620501,30967,[30967],1,True
1001760501,29468,[29468],1,True
1003950504,44377,[44377],1,True
1006420504,30991,[30991],1,True
1003560505,29479,[29479],1,True
1012700505,22892,[22892],1,True
1004920505,44377,[44377],1,True
1012620510,41019,"[41019, 41018, 40986]",3,True
1010420511,52515,[52515],1,True
1003860511,37102,[37102],1,True
1004920511,37480,[37480],1,True
1003560512,47275,"[47278, 47275]",2,True
1019670512,37456,[37456],1,True
1008750514,38387,[38387],1,True
1005150514,45769,[45769],1,True
1003560516,495,[495],1,True
1002810516,10102,[10102],1,True
1004920516,17002,[17002],1,True
1017410517,3284,[3284],1,True
1003560517,22990,[22990],1,True
1005270518,43318,[43318],1,True
1011480519,23640,"[23640, 23722, 23709]",3,True
1004920519,36500,[36500],1,True
1016260521,32727,[32727],1,True
1002710522,15784,"[15784, 15780]",2,True
1008710523,21816,[21816],1,True
1004920524,27130,[27130],1,True
1003860526,37094,[37094],1,True
1012720526,55568,[55568],1,True
1008710527,27666,[27666],1,True
1019250527,56108,[56108],1,True
1013470528,46026,[46026],1,True
1004590528,1991,[np.int64(2023)],1,False
1011670528,36800,[36800],1,True
1014260531,42951,[42951],1,True
1003860532,38048,[38048],1,True
1004950534,42155,"[42155, 42186]",2,True
1016960536,36779,"[36757, 36779]",2,True
1004120536,10588,[15081],1,False
1008770536,14215,"[14215, 14224]",2,True
1006560538,1692,"[1692, 1680, 1691]",3,True
1012620538,30769,[30769],1,True
1012470540,44591,[44591],1,True
1012610541,25775,[25775],1,True
1016960542,5087,[5087],1,True
1015570542,46781,"[46781, 46789, 46787]",3,True
1018880543,23673,[23673],1,True
1018020543,9085,[9085],1,True
1012720544,23073,[23073],1,True
1014990547,21629,[21629],1,True
1017230548,27685,[27685],1,True
1012610549,23317,[23317],1,True
1016260550,44377,[44377],1,True
1009400550,46221,[46221],1,True
1012620551,44861,[44861],1,True
1003910551,28163,[28163],1,True
1012700552,56127,"[56127, 56123]",2,True
1007850554,3805,[3805],1,True
1008880555,26542,[26542],1,True
1003730555,373,[409],1,False
1001750555,52515,[52515],1,True
1017760556,30409,[30409],1,True
1004900556,376,[376],1,True
1019250557,3182,[3182],1,True
1004120558,15590,[15590],1,True
1012610558,493,[493],1,True
1012140559,10102,[10102],1,True
1003720560,35162,[29963],1,False
1003910560,47401,[47401],1,True
1005270560,36646,[36646],1,True
1005270561,42274,[42274],1,True
1002930563,19566,[19566],1,True
1012910563,56123,"[56123, 56127]",2,True
1004120563,1692,[1692],1,True
1005270564,43318,[43318],1,True
1010420567,5283,[5283],1,True
1002930568,36932,[36932],1,True
1018710568,46020,"[46008, 45996, 45993]",3,False
1012610570,25346,[25346],1,True
1009580571,29485,"[29485, 29481]",2,True
1004920572,56224,[56224],1,True
1000990574,22943,"[22943, 22944]",2,True
1004120574,27028,[27028],1,True
1017510574,37105,"[37105, 37102]",2,True
1012470576,41463,[41463],1,True
1017410576,6255,[6255],1,True
1003950577,13542,[13542],1,True
1003910578,21041,[21041],1,True
1019670578,17655,[17655],1,True
1008880579,27570,[27570],1,True
1004920579,32248,"[32248, 32252]",2,True
1002810580,16626,[16649],1,False
1012620581,33224,[33224],1,True
1005770582,17726,[17726],1,True
1003960583,54748,[54698],1,False
1011050583,10712,[np.int64(10714)],1,False
1006120583,36913,[36913],1,True
1014810585,4584,[4584],1,True
1003770586,37094,[37094],1,True
1016130587,2680,[2680],1,True
1005270587,37435,[37435],1,True
1015570588,45806,"[45810, 45806, 45802]",3,True
1003850588,4534,[4534],1,True
1001590588,40630,[40630],1,True
1001750589,8590,[8590],1,True
1007690590,7394,[7394],1,True
1014180590,37743,"[37743, 37736]",2,True
1008990590,23456,[23456],1,True
1004030591,49424,"[49489, 49424]",2,True
1003960592,11313,[11313],1,True
1008280594,29465,[29465],1,True
1007140594,29718,"[31774, 31816]",2,False
1003720596,35844,[35844],1,True
1005270598,54343,[54343],1,True
1003740598,1982,[1982],1,True
1007590598,33689,"[33689, 33696]",2,True
1008280599,27028,[27028],1,True
1005550599,26497,[26497],1,True
1003860599,1982,[1982],1,True
1012620602,21341,"[21341, 49545]",2,True
1008880604,44377,[44377],1,True
1003720607,4030,[4030],1,True
1015510607,50941,"[50941, 44861]",2,True
1019680607,41518,"[41512, 41518, 4644]",3,True
1005270608,29578,[10431],1,False
1011700608,30619,[30619],1,True
1011700609,655,[655],1,True
1001250611,44023,[44023],1,True
1004030611,35987,[35987],1,True
1005270612,15155,[15155],1,True
1008280613,32248,"[32248, 32252]",2,True
1019330613,46884,"[46884, 46870]",2,True
1009470614,4147,"[4147, 4143]",2,True
1012610614,5087,"[5087, 5084]",2,True
1003190614,12229,[12229],1,True
1014180615,56047,[56047],1,True
1010420616,36942,[36942],1,True
1003860616,6844,[6844],1,True
1003960616,23770,"[23770, 23756]",2,True
1003960617,35987,[35987],1,True
1014260617,26751,[26751],1,True
1010570619,35844,[35844],1,True
1017350619,37102,[37102],1,True
1009470619,21022,[21022],1,True
1003720620,2151,[2151],1,True
1016530620,43045,[43045],1,True
1004030621,35987,[35987],1,True
1017230622,29479,[29479],1,True
1012610622,29485,[29485],1,True
1011080623,53415,[53415],1,True
1003730623,44334,[44334],1,True
1011480624,29482,[29482],1,True
1000660625,49388,[49389],1,False
1013360626,32048,[32048],1,True
1019680627,6749,[6749],1,True
1016130631,8338,[8338],1,True
1009960631,44636,"[44636, 44613]",2,True
1009960632,37551,[37551],1,True
1016700633,2680,[2680],1,True
1008610634,43355,[43377],1,False
1019450634,15177,[15177],1,True
1011660635,55280,[55280],1,True
1013650635,3007,[3007],1,True
1012470635,38966,[38966],1,True
1010650637,31336,[31336],1,True
1013360640,32048,[32048],1,True
1008240640,56212,[56212],1,True
1005460641,25783,[25783],1,True
1004450641,22845,[22853],1,False
1005460643,22943,"[22943, 22944]",2,True
1004920644,42155,[42155],1,True
1008880645,42274,[42266],1,False
1003860645,50765,[50765],1,True
1017410646,42201,"[42201, 42200]",2,True
1012320646,43544,[43544],1,True
1003860647,47201,[46135],1,False
1004030650,30971,[30971],1,True
1019940651,40525,[40525],1,True
1008610653,41494,[41494],1,True
1000990655,37897,"[25781, 25782]",2,False
1003960656,37480,[37480],1,True
1014180657,42966,[42966],1,True
1014160658,23892,[23892],1,True
1009990658,12487,[12487],1,True
1005550660,36949,[36949],1,True
1000990661,1130,[1130],1,True
1004030661,48674,"[48674, 48645]",2,True
1002950662,4193,"[4193, 4194]",2,True
1012320662,18098,[18098],1,True
1004920663,8423,[8423],1,True
1008880663,43355,"[43355, 43377]",2,True
1012610663,36950,"[36958, 36950]",2,True
1013560664,46672,[46672],1,True
1004030664,54411,[54411],1,True
1016890666,42717,[42717],1,True
1009530666,43318,[43318],1,True
1013650667,40626,[40626],1,True
1001750667,48033,[48033],1,True
1014660668,9569,"[9569, 9462]",2,True
1010480671,41560,"[41561, 41560, 41566]",3,True
1005150671,28788,"[28788, 28772]",2,True
1009570671,26414,[26414],1,True
1014660672,28565,[28565],1,True
1014660673,22532,"[22542, 22532]",2,True
1009470673,40221,"[40235, 40221]",2,True
1009960673,44636,[22086],1,False
1001600674,56247,"[30573, 30575]",2,False
1012210674,56503,"[56503, 56505]",2,True
1012470675,35560,[35560],1,True
1013890675,10769,"[10769, 19562]",2,True
1016890676,35162,[29963],1,False
1008710679,4030,"[4030, 4014]",2,True
1007140681,43271,[43271],1,True
1001600681,25775,[25775],1,True
1008280683,38426,[38426],1,True
1013650683,3007,[3007],1,True
1000990683,22943,"[22943, 22944]",2,True
1014160684,2147,[2147],1,True
1015940684,22954,[22954],1,True
1009980684,49460,"[49460, 5647, 49422]",3,True
1013650686,30619,[30619],1,True
1017440687,46221,[46221],1,True
1004920687,12779,"[12779, 12801]",2,True
1001600687,43045,[43045],1,True
1015940688,11937,[11937],1,True
1002810689,495,[495],1,True
1004920689,43271,[43271],1,True
1015940691,11937,[11937],1,True
1013650692,10774,[10769],1,False
1004920692,12779,"[12779, 12801]",2,True
1011840694,3004,[3004],1,True
1008470695,12229,"[12229, 12228]",2,True
1012610695,13581,[13581],1,True
1018340696,33826,"[33833, 33835]",2,False
1005230696,46871,[46871],1,True
1008470697,12229,"[12229, 12228]",2,True
1015940698,155,[155],1,True
1008710698,426,[426],1,True
1016620698,36950,"[36950, 36958]",2,True
1018520700,41531,"[41528, 41531, 15775]",3,True
1012470700,23073,"[23073, 23041]",2,True
1012620702,8244,[8244],1,True
1012610703,29473,[29473],1,True
1012960704,15920,[15920],1,True
1008470706,47577,[47577],1,True
1001600707,41378,[41378],1,True
1005230708,25775,[25775],1,True
1009470709,55298,[55298],1,True
1011020709,49827,[49827],1,True
1008750711,23813,[23813],1,True
1011840713,3004,"[3004, 35844, 3007]",3,True
1009990716,26528,"[26528, 13613]",2,True
1011930718,29382,[29382],1,True
1013650718,2151,[2151],1,True
1019680718,6711,[6711],1,True
1008470718,11705,"[11705, 11704]",2,True
1008240719,19846,[19846],1,True
1008480719,50977,[50977],1,True
1001600719,43045,[43045],1,True
1012470721,15762,"[15762, 15763]",2,True
1013650721,56383,[56383],1,True
1012140721,43139,[43139],1,True
1001600722,47201,[47201],1,True
1012140722,5175,[5175],1,True
1008360723,32248,"[32248, 32252]",2,True
1008280724,30870,[30870],1,True
1009510725,56288,[56288],1,True
1019330725,11787,[11787],1,True
1016270726,43822,"[43822, 43851]",2,True
1012610726,56392,[56392],1,True
1012620726,22943,[22943],1,True
1011570727,3914,[3914],1,True
1009570732,32037,[32037],1,True
1014660733,14313,[14313],1,True
1008470736,45769,[45769],1,True
1013810736,13548,[13548],1,True
1013570737,4042,[4042],1,True
1009510738,35460,[35460],1,True
1009750738,23425,[23425],1,True
1003310739,26497,[26497],1,True
1005090739,42490,"[42490, 42501]",2,True
1017440739,6688,[6688],1,True
1014660740,4810,[4810],1,True
1003490740,55280,"[55280, 55275]",2,True
1008710742,50977,[50977],1,True
1009470743,33633,[33633],1,True
1014660743,51298,[51298],1,True
1005470746,11644,[11644],1,True
1012960747,45769,[45769],1,True
1001600749,55900,"[55900, 55871]",2,True
1008280749,23545,[23545],1,True
1004200749,44066,[3279],1,False
1009440751,36913,[36913],1,True
1005000752,18820,[18820],1,True
1004110752,37094,[37094],1,True
1010420752,36913,[36913],1,True
1009510752,2116,"[2116, 15529]",2,True
1012620754,5635,"[5635, 5636]",2,True
1013650755,37094,[37094],1,True
1012210758,32708,"[32708, 32726]",2,True
1012610758,26753,[26753],1,True
1012620758,13589,[13589],1,True
1008280759,43355,"[43355, 43377]",2,True
1009510760,45010,[45010],1,True
1018200761,33983,[33983],1,True
1004900762,37569,[37569],1,True
1013650763,3007,[3007],1,True
1006700765,26497,"[26497, 30673, 37348]",3,True
1003770765,48998,[48998],1,True
1013350766,56336,"[56319, 56336]",2,True
1003580766,37092,[37092],1,True
1013330767,35843,[35843],1,True
1014810769,3005,"[3005, 15762]",2,True
1012210770,49460,[49460],1,True
1004200771,49374,[49374],1,True
1014160771,17318,[17318],1,True
1014120772,4193,[4193],1,True
1006050773,23654,[23654],1,True
1003770776,23690,"[23690, 23681]",2,True
1009530777,43045,[43045],1,True
1012210778,54736,[54736],1,True
1017340779,48037,[48037],1,True
1012610779,56123,[56123],1,True
1003770780,26735,[26735],1,True
1019000780,41010,[41018],1,False
1008880782,657,"[657, 666]",2,True
1014810784,41526,"[41526, 41531, 41528]",3,True
1005600784,44988,[44752],1,False
